2 0.0627346337041
2 0.058897069121
2 0.0622666086404
2 0.0634842568596
2 0.063887529421
5 0.0719168397165
5 0.0646425737162
5 0.0644621702328
5 0.0655864543789
5 0.0760950325795
10 0.0752646946769
10 0.065474417491
10 0.062904194908
10 0.0664222134212
10 0.0821004507075
20 0.073957597652
20 0.0788128306331
20 0.0758287943837
20 0.107624381275
20 0.0762167070491
2 Region 0.0597328281634
2 Random 0.0668553022511
2 Region 0.060169229912
2 Random 0.0614362707377
2 Region 0.0591033736054
2 Random 0.0585998099589
2 Region 0.0584444039532
2 Random 0.0658496808304
2 Region 0.0604387810266
2 Random 0.0593861763949
5 Region 0.063823078093
5 Random 0.0701215389411
5 Region 0.0637736854866
5 Random 0.0654006297557
5 Region 0.065236790866
5 Random 0.0742726261055
5 Region 0.0658674501217
5 Random 0.0665423820187
5 Region 0.0660743569549
5 Random 0.0721770544237
10 Region 0.0691894040812
10 Random 0.0688852179072
10 Region 0.0659966539521
10 Random 0.0661544693532
10 Region 0.0788971594734
10 Random 0.0688614251273
10 Region 0.0752219279079
10 Random 0.0711741435729
10 Region 0.07100669059
10 Random 0.0627921580202
20 Region 0.0666173744517
20 Random 0.0829720495071
20 Region 0.0676314287564
20 Random 0.0786092367186
20 Region 0.0730784694918
20 Random 0.0898252736546
20 Region 0.0825763063064
20 Random 0.0696345398883
20 Region 0.0698709618156
20 Random 0.0700516664734
